Sequence,Location,Vessel,Type,No. Filets per kg,Size (cm),Recorded,Count,#1,#2,#3,#4,#5,#6,#7,#8,Average
11,SW of Seal Island,Leroy & Barry ,Fillet,15-22,,09-06-2018 8:29,8,9.5,9.5,2.1,6.1,10.1,2.5,8.6,9.5,7.2
12,SW of Seal Island,Leroy & Barry ,Fillet,15-22,,09-06-2018 8:29,8,3.5,4.8,4.7,1.1,2.4,2.2,1.5,2.1,2.8
13,SW of Seal Island,Leroy & Barry ,Fillet,15-22,,09-06-2018 8:30,8,3.7,2.2,1.7,4.3,1.8,1.6,2.1,4,2.7
14,SW of Seal Island,Leroy & Barry ,Fillet,15-22,,09-06-2018 8:31,8,1.8,1,0.9,1.6,1.7,3.9,1.4,5,2.2
15,SW of Seal Island,Leroy & Barry ,Fillet,15-22,,09-06-2018 8:31,8,1.8,1.8,2.5,6.1,2.7,2.7,2.6,0.9,2.6
16,SW of Seal Island,Morning Star,Fillet,15-22,,09-06-2018 12:40,8,2,4.6,5.2,4.3,2.2,2.4,1.8,9.2,4
17,SW of Seal Island,Morning Star,Fillet,15-22,,09-06-2018 12:41,8,8.8,5.1,7.2,2.9,5.5,4.5,3.9,9.4,5.9
18,SW of Seal Island,Morning Star,Fillet,15-22,,09-06-2018 12:41,8,5.7,6.5,4.8,5.4,3.7,4.8,5.1,3.4,4.9
19,SW of Seal Island,Morning Star,Fillet,15-22,,09-06-2018 12:42,8,3.1,10.6,9.2,6.1,12.1,6.1,3.4,5.4,7
20,SW of Seal Island,Morning Star,Fillet,15-22,,09-06-2018 12:43,8,6.6,4.1,5.1,5.2,2.3,7.2,5,3.8,4.9
21,SW of Seal Island,Morning Star,Fillet,15-22,,09-06-2018 18:48,8,4.9,4,7,6,4.2,3.8,7.9,9,5.9
22,SW of Seal Island,Morning Star,Fillet,15-22,,09-06-2018 18:49,8,2.8,6,4.6,4.8,4.8,3.5,7.1,7.4,5.1
23,SW of Seal Island,Morning Star,Fillet,15-22,,09-06-2018 18:50,8,4.9,5,4.3,4.9,7,5.1,7.3,2.7,5.2
24,SW of Seal Island,Morning Star,Fillet,15-22,,09-06-2018 18:50,8,6.4,8.6,4,4.8,8.6,4.4,4.6,4.1,5.7
25,SW of Seal Island,Morning Star,Fillet,15-22,,09-06-2018 18:51,8,9.9,11.4,2.7,5.7,2.8,5.1,2.6,7.4,6
6,German Bank,Morning Star,Fillet,15-22,,09-12-2018 12:42,8,10,3.3,4.4,4.4,2.7,3.4,5.1,2,4.4
7,German Bank,Morning Star,Fillet,15-22,,09-12-2018 12:43,8,2.4,2.3,1.4,7.4,2.2,1.3,2.8,9.4,3.7
8,German Bank,Morning Star,Fillet,15-22,,09-12-2018 12:44,8,4.8,1.9,11.2,2.5,5,2.7,10.5,4.1,5.3
9,German Bank,Morning Star,Fillet,15-22,,09-12-2018 12:47,8,6.4,3,2.6,9.8,4.3,2.3,5.5,1.6,4.4
10,German Bank,Morning Star,Fillet,15-22,,09-12-2018 12:49,8,3.4,10.7,3.4,4.4,5.8,5.5,5.9,1.5,5.1
11,German Bank,Leroy & Barry ,Fillet,15-22,,9-14-2018 10:36,8,4.8,11.5,1.5,4.6,3,4.2,5.2,7.4,5.3
12,German Bank,Leroy & Barry ,Fillet,15-22,,9-14-2018 10:37,8,4.7,2.2,6.1,5,4,2.8,7.6,5.4,4.7
13,German Bank,Leroy & Barry ,Fillet,15-22,,9-14-2018 10:37,8,4.7,7.7,5.4,8.7,1.7,8.4,5.8,3,5.7
14,German Bank,Leroy & Barry ,Fillet,15-22,,9-14-2018 10:38,8,4.4,4,3.1,3.4,2.8,7.3,5.9,4.8,4.5
15,German Bank,Leroy & Barry ,Fillet,15-22,,9-14-2018 10:39,8,1.2,8.7,4.8,4.4,4.2,3.9,8.3,2.8,4.8
16,German Bank,Morning Star,Fillet,15-22,,9-14-2018 11:24,8,4.4,8,4.6,4.5,4.5,5.4,4.4,4.1,5
17,German Bank,Morning Star,Fillet,15-22,,9-14-2018 11:25,8,2.5,6.6,3.2,7,4.5,5,7.4,1.8,4.8
18,German Bank,Morning Star,Fillet,15-22,,9-14-2018 11:26,8,3.1,3.5,4.9,5,6.3,5.2,5.1,5.6,4.8
19,German Bank,Morning Star,Fillet,15-22,,9-14-2018 11:26,8,5.2,3.7,5.6,4.9,6.9,4.8,3.3,3.2,4.7
20,German Bank,Morning Star,Fillet,15-22,,9-14-2018 11:27,8,3.2,11.2,2.1,2.4,3.1,5.1,5.3,7.3,5
11,German Bank,Leroy & Barry ,Fillet,15-22,,9-18-2018 8:33,8,5.2,2.7,3.3,2.7,2.5,1.6,3.6,4.2,3.2
12,German Bank,Leroy & Barry ,Fillet,15-22,,9-18-2018 8:35,8,2.3,1.8,4.4,3.3,8.6,5.5,8.1,6.6,5.1
13,German Bank,Leroy & Barry ,Fillet,15-22,,9-18-2018 8:36,8,4.4,5,1.1,4.6,5,4.3,2.4,1.7,3.6
14,German Bank,Leroy & Barry ,Fillet,15-22,,9-18-2018 8:36,8,3.6,2.9,4.6,2,5.8,6.9,5.9,10.8,5.3
15,German Bank,Leroy & Barry ,Fillet,15-22,,9-18-2018 8:37,8,2.5,4.3,3.9,9.7,5.8,2.4,4.8,6.1,4.9
16,German Bank,Morning Star,Fillet,15-22,,9-18-2018 13:13,8,7.3,4,3.1,3.3,2.8,6.6,2.3,4.1,4.2
17,German Bank,Morning Star,Fillet,15-22,,9-18-2018 13:14,8,5.8,4.1,1.3,2.6,4.6,9.4,2.6,6.9,4.7
18,German Bank,Morning Star,Fillet,15-22,,9-18-2018 13:14,8,3.5,2.5,3.2,2.8,1.5,4.6,13.5,3.8,4.4
19,German Bank,Morning Star,Fillet,15-22,,9-18-2018 13:15,8,6.4,2.5,2.8,5.2,4.1,4,2.6,4.3,4
20,German Bank,Morning Star,Fillet,15-22,,9-18-2018 13:16,8,1.6,6.3,15.6,5.2,2.8,4.5,2.8,2.5,5.2
6,West of Seal Island,Leroy & Barry ,Fillet,15-22,,9-19-2018 10:57,8,4.9,3.5,3.2,9.1,5,6.5,10.7,4,5.9
7,West of Seal Island,Leroy & Barry ,Fillet,15-22,,9-19-2018 10:58,8,3.6,3.8,2.8,1.9,4.4,1.5,2.4,6.4,3.4
8,West of Seal Island,Leroy & Barry ,Fillet,15-22,,9-19-2018 10:59,8,5,5.1,3.1,2.1,1.4,4.4,6.2,2.9,3.8
9,West of Seal Island,Leroy & Barry ,Fillet,15-22,,9-19-2018 10:59,8,6.4,2.1,3.2,4.7,3.4,5.7,4.5,4.9,4.4
10,West of Seal Island,Leroy & Barry ,Fillet,15-22,,9-19-2018 11:00,8,7.5,8.1,4.4,2.7,4.4,3.2,3.8,3.1,4.7
11,West of Seal Island,Morning Star,Fillet,15-22,,9-19-2018 15:37,8,5.7,1.9,5.7,1.6,3.2,4.4,3.5,1.9,3.5
12,West of Seal Island,Morning Star,Fillet,15-22,,9-19-2018 15:38,8,5,3.4,3.2,1.1,2.8,1.2,4.1,1,2.7
13,West of Seal Island,Morning Star,Fillet,15-22,,9-19-2018 15:38,8,2.5,7.3,3.4,5.7,1.8,3.9,9.6,1.7,4.5
14,West of Seal Island,Morning Star,Fillet,15-22,,9-19-2018 15:48,8,4.8,1.2,3.8,4.2,6,2,3.2,4.1,3.7
15,West of Seal Island,Morning Star,Fillet,15-22,,9-19-2018 15:48,8,7.5,1.9,4.3,4.3,12.4,7.8,2.7,2.5,5.4
6,German Bank,Leroy & Barry ,Fillet,15-22,,9-21-2018 11:16,8,4.1,3.7,2.9,2.6,1.1,4.5,6.8,1.8,3.4
7,German Bank,Leroy & Barry ,Fillet,15-22,,9-21-2018 11:17,8,1.9,14.8,2.6,1.1,4.7,1.9,2.5,14.7,5.5
8,German Bank,Leroy & Barry ,Fillet,15-22,,9-21-2018 11:17,8,3,11.4,1.6,4.9,2,2.9,11,4.6,5.2
9,German Bank,Leroy & Barry ,Fillet,15-22,,9-21-2018 11:18,8,3.2,6.8,11.3,3.1,4.4,4.2,2.2,8.5,5.5
10,German Bank,Leroy & Barry ,Fillet,15-22,,9-21-2018 11:19,8,4.1,2,6.6,5.1,2.8,9,2.3,2.7,4.3
11,German Bank,Morning Star ,Fillet,15-22,,9-21-2018 16:42,8,2.9,2.2,2,6.1,1.9,3.1,2.4,13.4,4.3
12,German Bank,Morning Star ,Fillet,15-22,,9-21-2018 16:43,8,2.9,3.3,4.2,3.7,16.1,3.6,1.5,2.3,4.7
13,German Bank,Morning Star ,Fillet,15-22,,9-21-2018 16:45,8,4.2,6.1,8.6,1.5,1,1.3,2.7,5.5,3.9
14,German Bank,Morning Star ,Fillet,15-22,,9-21-2018 16:46,8,4.9,5,2.4,6.5,1.9,4.6,1.6,2.1,3.6
15,German Bank,Morning Star ,Fillet,15-22,,9-21-2018 16:47,8,1.3,4.6,2.5,7.3,3.2,1.5,2.1,1.9,3.1
11,German Bank,Leroy & Barry ,Fillet,15-22,,9-24-2018 15:17,8,3.2,5.1,8.6,8.7,3.4,2.8,4.6,4.1,5.1
12,German Bank,Leroy & Barry ,Fillet,15-22,,9-24-2018 15:18,8,3.9,2.3,4.9,3.8,4.1,9.8,4.5,4.7,4.8
13,German Bank,Leroy & Barry ,Fillet,15-22,,9-24-2018 15:19,8,5,2,4.1,2.9,4.4,4.4,2.4,2.5,3.5
14,German Bank,Leroy & Barry ,Fillet,15-22,,9-24-2018 15:19,8,3.8,4.5,2.9,4.6,2.6,6.2,3.4,4.3,4
15,German Bank,Leroy & Barry ,Fillet,15-22,,9-24-2018 15:20,8,1.5,1.6,4.9,2.8,17.1,2.5,5.8,5.2,5.2
16,German Bank,Morning Star ,Fillet,15-22,,9-24-2018 15:23,8,5.9,2.4,2.8,5.6,4,6.6,3,1.7,4
17,German Bank,Morning Star ,Fillet,15-22,,9-24-2018 15:24,8,4.9,1.9,8.5,1.6,9.5,3.9,2.7,1.7,4.3
18,German Bank,Morning Star ,Fillet,15-22,,9-24-2018 15:25,8,3.5,5.7,1.9,14.4,2.9,3.6,2.6,2.8,4.7
19,German Bank,Morning Star ,Fillet,15-22,,9-24-2018 15:26,8,1.9,2.2,1.9,2.9,7.4,1.9,7.2,4.3,3.7
20,German Bank,Morning Star ,Fillet,15-22,,9-24-2018 15:26,8,4.4,2.9,2,2.2,1.8,4.4,2.2,5.4,3.2
6,German Bank,Morning Star ,Fillet,15-22,,9-25-2018 14:24,8,8,4.5,4.3,3.1,1.9,5.7,1.7,1.8,3.9
7,German Bank,Morning Star ,Fillet,15-22,,9-25-2018 14:25,8,1.1,5.4,3.8,4.6,1.3,2.8,6.6,2.3,3.5
8,German Bank,Morning Star ,Fillet,15-22,,9-25-2018 14:26,8,4.5,1,2.2,1.9,2.9,2,9.3,2.3,3.3
9,German Bank,Morning Star ,Fillet,15-22,,9-25-2018 14:27,8,1,1.8,2.2,6.1,4.1,4,5.1,3.2,3.4
10,German Bank,Morning Star ,Fillet,15-22,,9-25-2018 14:28,8,2.6,2,1.9,2.5,5,4.1,4.4,2.4,3.1
16,German Bank,Leroy & Barry ,Fillet,15-22,,9-25-2018 16:15,8,2.9,2.1,4,3.3,4.4,1.4,3,3,3
17,German Bank,Leroy & Barry ,Fillet,15-22,,9-25-2018 16:16,8,1,2.6,5.2,3.6,2.2,1.6,1.7,4.3,2.8
18,German Bank,Leroy & Barry ,Fillet,15-22,,9-25-2018 16:17,8,1.5,1,4.4,8.7,4.9,2.7,8.6,1.5,4.2
19,German Bank,Leroy & Barry ,Fillet,15-22,,9-25-2018 16:18,8,1.9,2.5,3.6,1.6,2.6,1.1,3.7,2.5,2.4
20,German Bank,Leroy & Barry ,Fillet,15-22,,9-25-2018 16:20,8,1.8,1.5,2.8,17.1,11.2,4.6,2.9,3.3,5.7
6,German Bank,Leroy & Barry ,Fillet,15-22,,9-28-2018 9:18,8,2.8,5.1,1.9,4.2,7.4,2.9,4.5,2.6,3.9
7,German Bank,Leroy & Barry ,Fillet,15-22,,9-28-2018 9:18,8,2.7,2.9,7.3,10.4,2.1,2.2,1.7,7.2,4.6
8,German Bank,Leroy & Barry ,Fillet,15-22,,9-28-2018 9:19,8,3.2,1.7,12,8.6,3.8,3.5,3.5,1.3,4.7
9,German Bank,Leroy & Barry ,Fillet,15-22,,9-28-2018 9:20,8,5,13.9,6.9,5,2.4,8,2.2,11.2,6.8
10,German Bank,Leroy & Barry ,Fillet,15-22,,9-28-2018 9:20,8,4.4,2,4,8.6,1.6,1.3,9.2,2.7,4.2
16,German Bank,Morning Star ,Fillet,15-22,,9-28-2018 16:55,8,2.4,4,1.2,2.6,4.4,1.1,2.9,5.6,3
17,German Bank,Morning Star ,Fillet,15-22,,9-28-2018 16:56,8,2.5,11.5,2.6,1.6,12.7,2.3,2.3,3,4.8
18,German Bank,Morning Star ,Fillet,15-22,,9-28-2018 16:56,8,1.8,3.7,1.4,2.7,2.6,3.4,3.3,1.7,2.6
19,German Bank,Morning Star ,Fillet,15-22,,9-28-2018 16:58,8,1.9,1.8,3.5,1.5,1.9,5.7,6.5,6,3.6
20,German Bank,Morning Star ,Fillet,15-22,,9-28-2018 16:58,8,12.9,3.8,13.1,5.7,3.4,4.3,2.6,6.3,6.5
11,German Bank,Leroy & Barry ,Fillet,15-22,,10-01-2018 8:48,8,3.7,3.4,4.3,4.6,5.1,5.1,8.5,9,5.5
12,German Bank,Leroy & Barry ,Fillet,15-22,,10-01-2018 8:50,8,5.9,4.6,3.4,4.5,4.8,7.4,2.8,3.5,4.6
13,German Bank,Leroy & Barry ,Fillet,15-22,,10-01-2018 8:51,8,1.4,1.9,3.5,6.3,6.9,8.1,7.9,3.7,5
14,German Bank,Leroy & Barry ,Fillet,15-22,,10-01-2018 8:52,8,7.5,6.1,4.3,4.6,2.3,6.9,2,12.6,5.8
15,German Bank,Leroy & Barry ,Fillet,15-22,,10-01-2018 8:53,8,9.1,3.7,4.7,5.2,2,6.1,1.7,9.4,5.2
16,German Bank,Morning Star ,Fillet,15-22,,10-01-2018 14:02,8,5.2,8.1,4,3.4,6.8,4.9,3.9,6.1,5.3
17,German Bank,Morning Star ,Fillet,15-22,,10-01-2018 14:03,8,2.5,4.5,2.3,6.3,4.6,5.2,3.3,7.3,4.5
18,German Bank,Morning Star ,Fillet,15-22,,10-01-2018 14:04,8,2.8,11.6,6.6,4.7,12.6,3.8,3.9,3.1,6.1
19,German Bank,Morning Star ,Fillet,15-22,,10-01-2018 14:05,8,3,2.4,3,3.5,9,4.3,3.6,4.3,4.1
20,German Bank,Morning Star ,Fillet,15-22,,10-01-2018 14:06,8,7.6,8,3.6,4.1,3.4,4.1,2.3,4.3,4.7
6,German Bank,Leroy & Barry ,Fillet,15-22,,10-02-2018 10:31,8,3.9,5.4,4.7,1.2,5.1,4.8,3.9,2.8,4
7,German Bank,Leroy & Barry ,Fillet,15-22,,10-02-2018 10:32,8,1.5,6.9,4.7,5.6,3.8,1.1,1.7,2,3.4
8,German Bank,Leroy & Barry ,Fillet,15-22,,10-02-2018 10:32,8,4.9,2.7,12.1,3.3,3.5,1.3,2.5,6.9,4.7
9,German Bank,Leroy & Barry ,Fillet,15-22,,10-02-2018 10:33,8,1.6,6.2,1.6,1.5,4.1,2.1,5.1,2.8,3.1
10,German Bank,Leroy & Barry ,Fillet,15-22,,10-02-2018 10:34,8,1,2,5.8,6.4,1.6,4.8,1.4,6.3,3.7
11,German Bank,Leroy & Barry ,Fillet,10-16,,10-02-2018 15:57,8,13.4,3.7,5.4,5.3,3.6,11.2,5.3,9.1,7.1
12,German Bank,Leroy & Barry ,Fillet,10-16,,10-02-2018 15:57,8,3.4,2.5,4.4,1.9,6.3,1.2,6.6,1.9,3.5
13,German Bank,Leroy & Barry ,Fillet,10-16,,10-02-2018 15:58,8,5.5,2,3.9,1.6,2.9,9.4,1.3,4.2,3.9
14,German Bank,Leroy & Barry ,Fillet,10-16,,10-02-2018 15:59,8,0.9,3.3,4.6,7.6,1.2,1.8,2.7,3.8,3.2
15,German Bank,Leroy & Barry ,Fillet,10-16,,10-02-2018 16:00,8,3.2,8.7,4.1,11.9,11.1,7,4.9,6.5,7.2
11,German Bank,Morning Star,Fillet,15-22,,10-04-2018 9:12,8,1.6,8.6,18.7,2.4,3.5,4.5,2.7,2.6,5.6
12,German Bank,Morning Star,Fillet,15-22,,10-04-2018 9:13,8,2.5,10.1,7.4,1.3,2.1,4.6,10,3.3,5.2
13,German Bank,Morning Star,Fillet,15-22,,10-04-2018 9:14,8,1.6,3.8,4.3,4.4,2,2.9,11.5,3.3,4.2
14,German Bank,Morning Star,Fillet,15-22,,10-04-2018 9:14,8,1.5,2.2,5.5,5.1,2.2,2.4,1.2,4.9,3.1
15,German Bank,Morning Star,Fillet,15-22,,10-04-2018 9:15,8,4.8,1.2,3.2,2,5.1,7.3,2.4,6.7,4.1
11,German Bank,Leroy & Barry ,Fillet,15-22,,10-05-2018 10:25,8,11.4,4.4,4.2,5.3,3.6,5.7,4,3,5.2
12,German Bank,Leroy & Barry ,Fillet,15-22,,10-05-2018 10:25,8,3.4,1.8,3.6,1.8,4.1,6,2.8,1.1,3.1
13,German Bank,Leroy & Barry ,Fillet,15-22,,10-05-2018 10:26,8,1.1,4,3.1,6.6,7.8,2.7,4.8,5,4.4
14,German Bank,Leroy & Barry ,Fillet,15-22,,10-05-2018 10:27,8,3.2,7.5,1.7,2.4,1.9,9.4,4.7,1.3,4
15,German Bank,Leroy & Barry ,Fillet,15-22,,10-05-2018 10:28,8,7.4,8.6,2.1,1,1.4,5.1,4.7,1.7,4
16,German Bank,Morning Star ,Fillet,15-22,,10-05-2018 11:36,8,4.3,14,1.8,2.1,2.4,3.9,16.1,1.4,5.8
17,German Bank,Morning Star ,Fillet,15-22,,10-05-2018 11:37,8,4,2.9,2.9,1.8,1.2,1.7,1,2.5,2.3
18,German Bank,Morning Star ,Fillet,15-22,,10-05-2018 11:38,8,1.6,6.3,8.6,3.8,1.3,2.3,9.8,5.6,4.9
19,German Bank,Morning Star ,Fillet,15-22,,10-05-2018 11:38,8,4.7,1.9,2.9,2,5.6,3.1,4.3,1.8,3.3
20,German Bank,Morning Star ,Fillet,15-22,,10-05-2018 11:39,8,2,3.1,1.9,1.3,2.3,1.5,5,15.5,4.1
6,German Bank,Tasha Marie,Fillet,15-22,,10-09-2018 9:34,8,5.5,4.3,8.8,4.2,6.4,7.3,3.8,5,5.7
7,German Bank,Tasha Marie,Fillet,15-22,,10-09-2018 9:35,8,12.3,1.8,4.2,2.4,5.4,3.5,4.3,4.8,4.8
8,German Bank,Tasha Marie,Fillet,15-22,,10-09-2018 9:36,8,7.8,4.8,3.5,4.9,4.1,6.3,5,4.6,5.1
9,German Bank,Tasha Marie,Fillet,15-22,,10-09-2018 9:37,8,15.3,7.9,4.4,6.4,6.1,3.6,6.6,6.9,7.2
10,German Bank,Tasha Marie,Fillet,15-22,,10-09-2018 9:37,8,6.3,5,2.8,2.7,1.6,4.3,4.9,4.7,4
6,German Bank,Tasha Marie,Fillet,15-22,,10-11-2018 10:58,8,5.7,3.8,9.5,7.9,4.9,6.4,3.5,6.6,6
7,German Bank,Tasha Marie,Fillet,15-22,,10-11-2018 10:59,8,4.4,2,1.3,5.8,3.5,4.6,4.2,4.4,3.8
8,German Bank,Tasha Marie,Fillet,15-22,,10-11-2018 10:59,8,2.5,9.5,11,2.8,3.3,15.6,4.7,8.8,7.3
9,German Bank,Tasha Marie,Fillet,15-22,,10-11-2018 11:00,8,3.9,5.9,3.8,2.8,4.8,3.1,5.1,2.8,4
10,German Bank,Tasha Marie,Fillet,15-22,,10-11-2018 11:01,8,3.5,11.6,7.6,4.1,1.5,3,4,6.5,5.2
